Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
692,11492283,"stefan sanchez","2024-01-25 00:54:09",0.88902,4,stefansanchez26
693,11503669,Monsieurbongo,"2024-01-17 18:32:39",0.88902,4,monsieurbongo
694,11553169,"suraj kumar","2024-01-24 10:48:52",0.88901,2,surajkumar650
695,11465839,"Pahirathan Nithilan","2024-01-03 15:27:40",0.88901,1,pahirathannithilan
696,11506473,"yuya suzuki28","2024-01-26 12:55:38",0.88901,13,yuyasuzuki28
697,11499004,Michaelxzf03,"2024-01-19 05:36:40",0.88899,5,michaelxzf03
698,11549779,"raylin manthu","2024-01-23 17:47:36",0.88896,5,raylinmanthu
699,11522054,"Aarushi Jain","2024-01-21 16:28:46",0.88894,1,aarushijain24
700,11509059,Ir1s,"2024-01-21 08:51:20",0.88892,2,ir1snvtien
701,11463785,ByteWizard,"2024-01-22 17:37:57",0.88892,3,yashsaini007
702,11501155,"Mungyu Yang","2024-01-25 07:37:25",0.88892,2,mikemungyuyang
703,11538003,Khushi,"2024-01-27 06:16:22",0.88892,5,khushikhushikhushi
704,11507675,taeyeons,"2024-01-14 00:57:21",0.88891,2,taeyeons
705,11532690,AndreasN,"2024-01-20 19:20:15",0.88890,4,andreasniemann
706,11489746,"Manav Sarkar","2024-01-12 12:24:23",0.88890,7,manavsarkar
707,11468981,"Gerar Del Toro","2024-01-05 18:14:10",0.88889,3,gerardeltoro
708,11540717,"Runtian (Rachel) Li","2024-01-28 08:38:48",0.88889,5,rachelli0619
709,11485395,"Rijul Jain","2024-01-18 05:31:31",0.88888,3,rijuljain2003
710,11471676,"Abhirup Ghosh","2024-01-10 13:11:02",0.88888,12,abhirupghosh184098
711,11465775,"Kshitij Singla","2024-01-08 04:03:37",0.88887,13,bond009
712,11482247,孙嘉阳,"2024-01-16 13:08:13",0.88886,22,dwahudhaiuwd
713,11485374,"Aashim Bansal","2024-01-18 05:52:06",0.88886,2,aashimbansal
714,11561101,"Hrushikesh Dongre","2024-01-28 07:00:42",0.88884,13,hrushikeshdongre
715,11568556,"Siddhant Rajhans","2024-01-28 11:32:28",0.88883,1,siddhantrajhans
716,11559301,Knickjac,"2024-01-26 11:34:49",0.88883,6,knickjac
717,11520755,VanshikaM_28,"2024-01-17 11:53:32",0.88883,1,vanshikam28
718,11472883,"tos geo","2024-01-08 08:49:27",0.88882,2,tosgeo
719,11499453,Tarutaru,"2024-01-11 16:39:32",0.88882,2,tarusan
720,11549536,"Harleen Kaur Deora","2024-01-23 17:51:30",0.88882,3,harleenkaurdeora
721,11517097,"Max Petrov","2024-01-20 10:39:29",0.88881,19,therealmaxpetrov
722,11468938,Kudos_07,"2024-01-19 04:09:54",0.88879,14,saranshsurana07
723,11473621,"Qahramon Uktamov","2024-01-05 06:28:14",0.88878,1,qahramonuktamov2205
724,11499219,KimYH_SEO,"2024-01-11 13:38:47",0.88877,1,kimyhseo
725,11501152,"DAEHUN KANG","2024-01-12 01:48:02",0.88877,1,daehunkang
726,11467339,"Chris Whitmer","2024-01-15 19:31:11",0.88875,13,datascrum
727,11488798,nobu,"2024-01-28 05:42:00",0.88875,12,nobushoshin
728,11488972,"Andre Galhardo","2024-01-27 17:01:37",0.88875,33,andregalhardo
729,11517805,Jatinthakur706,"2024-01-16 17:18:43",0.88874,1,jatinthakur706
730,11524374,shim_shu,"2024-01-20 05:23:55",0.88872,1,shimshu
731,11465250,DWOODSK,"2024-01-23 08:31:05",0.88872,5,dwoodsk
732,11538899,"Ishaan Gaba17","2024-01-21 11:05:20",0.88871,2,ishaangaba17
733,11460614,Barbagrande007,"2024-01-27 22:19:42",0.88871,27,barbagrande007
734,11487554,"Kamal T","2024-01-28 03:02:28",0.88871,5,tanwarkml
735,11481327,πthoηeer,"2024-01-28 11:26:27",0.88869,4,thoeer
736,11493914,"Charles Le Bourhis","2024-01-10 10:39:11",0.88868,4,charleslebourhis
737,11460763,WHYNESS,"2024-01-08 01:23:17",0.88866,13,whyness
738,11461831,"Luong Vu307","2024-01-20 00:20:58",0.88864,10,luongvu307
739,11467997,"Nairn McWilliams","2024-01-27 20:04:06",0.88863,28,nairnmcwilliams
740,11529390,AbdelGleel,"2024-01-27 12:14:39",0.88861,11,abdelgleel
741,11461941,X,"2024-01-15 11:24:24",0.88860,10,xinpopgen
742,11497701,NS007,"2024-01-16 07:51:28",0.88857,14,nshimoda1995
743,11476020,jvm,"2024-01-16 07:23:02",0.88854,11,jaideepm111
744,11516192,"Abhinandan Sharma19","2024-01-23 14:31:44",0.88853,4,abhinandansharma19
745,11549520,"Дмитрий Климкин","2024-01-23 21:14:39",0.88852,3,dipvincer
746,11559234,"Majzoub Al Siddig","2024-01-26 09:09:52",0.88852,4,majzoubalsiddig
747,11469031,"Brandon Young","2024-01-27 04:10:27",0.88850,27,pluspin
748,11506764,GNR_network,"2024-01-15 16:48:59",0.88850,3,gnrnetwork
749,11484744,obakoki,"2024-01-26 23:00:54",0.88848,11,obakoki
750,11508450,Maaz,"2024-01-27 07:58:35",0.88845,49,maazsaiyed
751,11479333,"Pardeep Singh","2024-01-07 06:46:14",0.88843,1,pardeep19singh
752,11464274,"Thierry Neusius","2024-01-28 11:23:03",0.88842,35,thierryneusius
753,11460848,CityUming,"2024-01-20 14:04:23",0.88840,19,cityuming
754,11475130,"Runing Bird","2024-01-23 11:47:41",0.88840,27,"chenr277,runingbird"
755,11472631,Razmataz,"2024-01-27 23:13:57",0.88840,13,muciusscaevola
756,11539243,keichi_sasano,"2024-01-23 08:21:16",0.88838,2,keichisasano
757,11469692,"Shakti Gupta","2024-01-09 16:31:52",0.88835,25,"aleksandrpikul222,realshaktigupta"
758,11468859,Mauster,"2024-01-16 06:32:49",0.88834,11,mauster
759,11554173,RoyyanMH,"2024-01-26 18:24:38",0.88833,5,devbjack
760,11460825,"Christian Rellama","2024-01-10 00:15:03",0.88831,6,chrisrellama
761,11461333,Catadanna,"2024-01-09 12:06:39",0.88831,16,catadanna
762,11515357,t.tanaka_s,"2024-01-16 07:40:40",0.88830,4,ttanakas
763,11514918,Jiangbcy,"2024-01-19 03:24:51",0.88830,11,jiangbcy
764,11480146,"oliver caspers","2024-01-07 21:49:51",0.88829,4,olivercaspers
765,11467011,"Maram Al Hinai","2024-01-22 12:02:01",0.88826,8,maramalhinai
766,11500557,"Udo Aniekan","2024-01-13 03:19:49",0.88824,3,kannykanon
767,11485428,jjjjjjjjfdgdg,"2024-01-17 17:12:41",0.88823,2,jjjjjjjjfdgdg
768,11469920,interests,"2024-01-09 20:29:48",0.88823,1,interests
769,11474901,"Devansh Ojha","2024-01-05 18:19:58",0.88820,4,devanshojha
770,11485390,"HARSHIT GOYAL","2024-01-21 15:45:07",0.88820,1,goyalharshit03
771,11467867,Richie,"2024-01-19 00:06:52",0.88819,29,rraithel
772,11536770,coztomate,"2024-01-28 11:45:12",0.88817,19,coztomate
773,11522009,SiddhantJain03,"2024-01-17 17:57:00",0.88814,1,siddhantjain03
774,11516034,"ronald nap","2024-01-24 04:10:39",0.88814,5,ronaldnap
775,11549292,Abhinandan09,"2024-01-23 16:21:24",0.88813,3,abhinandan09
776,11565346,"Yuran Xiu","2024-01-28 05:10:38",0.88813,9,qaq5421
777,11538173,"Muhammad Brian Subekti","2024-01-24 14:32:29",0.88813,9,muhammadbriansubekti
778,11469460,NikhilD,"2024-01-05 08:29:24",0.88813,6,nikhildigrase
779,11463046,"Srishti Bansal","2024-01-19 19:57:14",0.88812,6,srishtibansal23
780,11469347,"Elsie Anthonio","2024-01-19 12:06:45",0.88812,19,elsieanthonio
781,11489253,"Akashdeep Kataria","2024-01-17 17:39:40",0.88811,2,akashdeepkataria
782,11462866,"Klaudia Zeranska","2024-01-26 09:49:15",0.88810,13,klaudiazeranska
783,11473664,"Ahsanul Islam","2024-01-25 10:46:20",0.88810,11,ahsanulislam
784,11487892,otatatata,"2024-01-14 05:43:51",0.88810,8,otatatata
785,11462798,badr.marani,"2024-01-05 16:30:27",0.88809,9,bemarani
786,11471763,abhinav298,"2024-01-20 08:46:15",0.88808,9,abhinav298
787,11465112,nickyjs,"2024-01-12 22:03:37",0.88807,32,nickyjs
788,11467965,trident,"2024-01-12 15:48:36",0.88807,27,trident
789,11478731,"Rahil Parikh","2024-01-18 19:36:09",0.88807,17,rprkh15
790,11491472,"Adeniyi Babalola","2024-01-18 07:24:57",0.88806,3,adeniyibabalola
791,11472771,"Moustafa Ibrahim","2024-01-08 21:25:50",0.88806,8,mustafaelsawy
792,11464502,"Ali Emir Karagulle","2024-01-25 18:15:06",0.88802,7,aliemirkaragulle
793,11519530,AarushiJuneja07,"2024-01-17 07:28:38",0.88802,2,aarushijuneja07
794,11517161,"Yogesh Rathee","2024-01-16 14:48:44",0.88799,2,yogeshratheea
795,11464557,joaquin,"2024-01-26 20:14:07",0.88799,13,jbm1966
796,11483535,"Yoshiki Ootaki","2024-01-19 21:26:49",0.88799,5,yoshikiootaki
797,11463431,Pebble,"2024-01-27 15:30:13",0.88797,1,waishingl
798,11487775,"Thilak Mohan","2024-01-11 17:25:43",0.88795,8,thilakmohan
799,11517804,Jasmeet0516,"2024-01-20 05:47:18",0.88795,4,jasmeet0516
800,11521568,gus,"2024-01-18 14:08:10",0.88794,4,ivgusev
801,11468032,"Timothy Lim","2024-01-06 06:33:07",0.88794,8,lzytim
802,11480870,"Jaris Fenner","2024-01-10 14:32:51",0.88793,4,jarisfenner96
803,11464960,"Dino Wun","2024-01-06 02:34:42",0.88793,1,dinowun
804,11481304,"jumping Stardust","2024-01-20 14:38:54",0.88793,2,cba321
805,11489383,"Sehajbir Singh Bains","2024-01-17 16:17:26",0.88793,2,sehajbirsinghbains
806,11488719,mongcomo,"2024-01-12 08:21:41",0.88793,2,mongcomo
807,11478723,"Santosh Vaidya","2024-01-09 10:55:30",0.88792,12,santosh1974
808,11480680,"Mohamed Mohamed","2024-01-09 02:39:05",0.88787,1,mohabdullah
809,11484034,Playwithme,"2024-01-08 03:06:36",0.88785,1,playwithme
810,11517267,"Natasha Sharma","2024-01-25 09:34:05",0.88783,6,natasha23
811,11490443,"Jacob Millet","2024-01-19 15:12:21",0.88783,30,jacobmillet
812,11464401,lkubicki,"2024-01-19 08:17:49",0.88779,3,lkubicki
813,11477820,Sinyounsik,"2024-01-15 20:23:36",0.88779,6,sinyounsik
814,11514259,mouadenna,"2024-01-18 23:28:59",0.88777,16,mouadenna
815,11464245,"Amulya Thanigundala","2024-01-16 06:42:08",0.88777,11,amulyat29
816,11481771,"Hirono Hiro","2024-01-11 13:39:57",0.88777,1,hironohiro
817,11471227,Vitor_Miranda,"2024-01-11 20:15:42",0.88775,8,vitormirandaaquino
818,11522480,"Suvidha Srivastava","2024-01-20 05:05:11",0.88774,1,suvidhasrivastava
819,11469966,"Talnikar Vishwam","2024-01-12 07:49:32",0.88772,15,talnikarvishwam
820,11478286,sjh354,"2024-01-11 15:46:35",0.88772,9,sjh354
821,11469227,yubin,"2024-01-17 05:16:34",0.88770,12,hminvv
822,11516073,"Yash Pratap Rajoria","2024-01-16 09:02:08",0.88770,1,yashprataprajoria
823,11563122,"Varada Gupta","2024-01-26 15:41:57",0.88770,1,varadagupta
824,11477036,"Mitsuhiro Hosoki","2024-01-23 15:53:05",0.88769,1,mitsuhirohosoki
825,11479642,y.mena.2.po.literature,"2024-01-08 07:41:10",0.88769,11,ymena2politerature
826,11487230,"Oleksii Zhukov","2024-01-23 20:56:34",0.88769,12,zhukovoleksiy
827,11467888,JT4v4res,"2024-01-27 12:40:36",0.88767,50,jt4v4res
828,11540637,"Sagar Rathore","2024-01-26 11:06:58",0.88766,7,sagarrathore
829,11506286,arungoyal,"2024-01-22 10:34:13",0.88765,11,indiamitured
830,11468964,"Wiktor Flis","2024-01-09 17:54:32",0.88764,12,westedcrean
831,11480946,Bhisma,"2024-01-07 16:19:09",0.88764,1,prudhvinadhreddy
832,11461191,"Hryk Hmgch","2024-01-24 12:44:06",0.88763,29,hrykhmgch
833,11521605,"Pulkit Sanan","2024-01-17 16:33:44",0.88762,1,pulkitsanan
834,11462232,"Ankita Jha","2024-01-10 21:52:10",0.88761,19,ankita0812
835,11489977,"chaarpaise by Navin Chandra","2024-01-11 03:37:48",0.88760,2,himalayannomads
836,11527832,VinodKumar,"2024-01-23 17:06:45",0.88758,9,yvkreddy
837,11493794,PychtjarowMagda,"2024-01-18 07:28:38",0.88757,6,pychtjarowmagda
838,11503127,PTiwary99,"2024-01-25 10:53:37",0.88757,2,ptiwri99
839,11472979,"Nick Landy","2024-01-19 04:50:08",0.88755,20,nlandy
840,11471514,"Estácio Cerqueira","2024-01-15 17:36:39",0.88752,25,estaciocerqueira
841,11511469,"Shubham Khandelwal","2024-01-18 14:12:13",0.88751,6,shubhleo
842,11464099,"Luca Lauer","2024-01-03 00:14:50",0.88751,4,roflcopter23
843,11493182,"Vivek Rawat","2024-01-12 04:50:39",0.88749,3,itscaptainrogers
844,11486700,D.Taucapho,"2024-01-20 09:58:15",0.88749,21,dtaucapho
845,11540040,"Abdul Muid","2024-01-25 15:38:13",0.88748,5,abdulmuid
846,11473588,"Shu Shiying","2024-01-20 12:35:51",0.88747,15,shushiying
847,11465344,rishavsaigal,"2024-01-20 19:26:15",0.88747,37,rishavsaigal
848,11535030,Monkey.D.Hema,"2024-01-27 18:36:15",0.88746,6,monkeydhema
849,11470515,"Khandelwal Ritik","2024-01-28 09:01:09",0.88746,43,ritik96
850,11476792,"Stefan Queiroz","2024-01-25 15:56:39",0.88746,17,stefanqueiroz
851,11466342,"Tajudeen Yusuf agboola","2024-01-07 16:07:16",0.88744,14,tajudeenyusufagboola
852,11460626,"Ulises M.","2024-01-11 01:50:46",0.88741,23,ulisesmontoyacanales
853,11465391,Jasonczh,"2024-01-07 10:55:08",0.88741,9,jasonczh
854,11561940,"Samarth Bansal","2024-01-27 17:42:39",0.88737,4,bansal111
855,11517803,kaurneetlove,"2024-01-16 17:52:20",0.88737,1,kaurneetlove
856,11461596,ifi-p18,"2024-01-14 07:33:20",0.88737,22,"felix2019,gtagny"
857,11463506,kogni7,"2024-01-27 18:23:00",0.88736,37,kogni7
858,11494860,yuki5656,"2024-01-15 14:05:00",0.88734,2,yuki5656
859,11461173,Habilamar,"2024-01-03 23:59:59",0.88733,4,habilamar
860,11487108,Kriti_264,"2024-01-17 10:14:44",0.88732,7,kriti264
861,11499449,IamDal,"2024-01-28 11:02:56",0.88731,30,iamdal
862,11504795,"Eduardo Magalhães","2024-01-22 04:54:26",0.88731,25,edalcmagal
863,11487777,"Side eye","2024-01-21 18:42:47",0.88731,7,"aminesahraoui,robertadu"
864,11472140,yankailim,"2024-01-07 16:42:17",0.88730,9,yankailim
865,11487651,Zander0712,"2024-01-17 05:41:28",0.88729,14,zander0712
866,11471697,"Svilen Stefanov","2024-01-10 15:04:13",0.88729,26,svilenstefanov
867,11476559,KaanTopcu,"2024-01-20 12:46:00",0.88729,23,kaantopcu
868,11489946,"Hikaru Ikegami","2024-01-28 00:46:12",0.88728,47,hikaruikegami
869,11467833,RajivJoarder,"2024-01-07 16:21:32",0.88728,13,rajivjoarder
870,11469063,"Alejandro Vargas","2024-01-25 00:32:39",0.88728,5,sagravela
871,11494396,"[Deleted] 743abc4b-8ad4-41b0-89f3-db58e7ab6aba","2024-01-16 07:36:15",0.88727,12,del=09a850cae53688bc
872,11480261,skjha69,"2024-01-17 08:05:45",0.88727,1,skjha69
873,11565818,Core,"2024-01-27 13:24:17",0.88727,1,corei7
874,11508276,RVSHAH7120,"2024-01-16 03:20:25",0.88726,12,rvshah7120
875,11470060,Sriram_pingali,"2024-01-25 07:31:20",0.88726,17,lamarockzz
876,11480976,hwyii126,"2024-01-07 12:57:36",0.88725,2,hwyii126
877,11466393,"Djamel Khebab","2024-01-21 13:33:42",0.88723,14,kdjamel
878,11495901,"Vikas Yadav","2024-01-15 06:04:38",0.88723,8,vikas81yadav
879,11496886,"Osama Abo-Bakr Khalifa","2024-01-13 02:11:33",0.88722,11,osamaabobakr
880,11475613,"Siddharth Varade","2024-01-26 03:35:07",0.88721,17,siddharthvarade
881,11465209,"Duo Power","2024-01-27 15:43:14",0.88721,8,"nyinyinaynaing,saiahkarhtet"
882,11468690,CLL,"2024-01-28 08:31:08",0.88720,20,carloscll
883,11537157,ForesightMaster,"2024-01-23 11:34:49",0.88720,8,foresightmaster
884,11471066,"Tarun Mishra","2024-01-27 17:35:59",0.88720,65,tarundirector
885,11464336,"Bala Baskar","2024-01-08 19:25:44",0.88719,10,balabaskar
886,11467521,AaryanSingh729,"2024-01-27 18:09:45",0.88719,12,aaryansingh729
887,11477041,MoMoneyMoProblems,"2024-01-28 11:56:37",0.88719,29,mvoulo
888,11467193,"Flavio Brienza","2024-01-03 17:00:54",0.88719,3,flaviobrienza
889,11471253,Ranesh29,"2024-01-20 13:40:21",0.88719,13,ranesh29
890,11504389,"Joe Medley","2024-01-20 01:06:55",0.88717,11,joemedley
891,11462515,"Tanmay Sharma","2024-01-16 21:13:25",0.88716,14,tanmysharma123
892,11461553,"Shivansh Gupta","2024-01-22 05:24:18",0.88716,45,shivanshgupta67
893,11549272,"Alexander Hergett","2024-01-24 17:35:43",0.88716,2,alexanderhergett
894,11549021,"Firas Lahouel","2024-01-25 21:04:30",0.88715,2,firaslahouel
895,11469760,dragon54,"2024-01-13 11:52:37",0.88715,11,dragon54
896,11517297,"Seungjun Lee","2024-01-22 13:02:06",0.88714,5,seungjunleeofficial
897,11496820,"Riya Sailesh","2024-01-14 20:39:14",0.88714,11,riyasailesh
898,11529575,"Eshaan Gupta","2024-01-27 19:33:51",0.88714,14,caesarx
899,11466641,"Huseyin Baytar","2024-01-03 13:35:15",0.88713,4,huseyinbaytar
900,11520421,"vineet mehar","2024-01-17 18:06:05",0.88713,1,vineetmehar
901,11464747,Randmax,"2024-01-10 19:40:47",0.88712,6,randmax
902,11496842,"Douglas Marques","2024-01-19 11:43:14",0.88712,16,tatudoug
903,11467141,"Atif Suhail","2024-01-28 05:43:10",0.88712,43,atifsuhail
904,11504470,"Surya Kiran Adury","2024-01-24 12:22:31",0.88711,23,adurysk
905,11466588,"Mesut Duman","2024-01-07 12:00:41",0.88711,8,dumanmesut
906,11547660,"Ahmet Koseoglu","2024-01-23 12:10:53",0.88710,2,ahmetkoseoglu
907,11514523,Ghasedak,"2024-01-20 18:48:05",0.88710,8,howsamai
908,11464421,"Majid Abdoos","2024-01-13 21:45:27",0.88709,15,majidabdoos
909,11541425,"Danny Breyfogle","2024-01-26 00:12:13",0.88708,14,dbreyfogle
910,11520034,"Maninder Maan","2024-01-17 10:32:21",0.88708,1,manindermaan
911,11464833,"Artyom Sayapin","2024-01-20 21:00:23",0.88708,7,spielmeister
912,11541147,RyanCaldwell,"2024-01-27 23:59:03",0.88707,3,ryancaldwell
913,11468565,"Hayri Latif","2024-01-11 16:43:40",0.88707,4,hayrilatif
914,11524113,rocsky,"2024-01-19 09:01:53",0.88707,2,rocskying
915,11553494,Konami,"2024-01-25 09:39:26",0.88707,1,honamik
916,11461035,"Miguel Espinoza","2024-01-06 05:30:14",0.88707,10,miguelespinozac
917,11467392,"Lucas Rathgeb","2024-01-19 17:23:30",0.88706,24,lucasrathgeb
918,11466748,"Burhan Yıldız","2024-01-03 15:29:25",0.88706,4,yldzburhan
919,11463469,"Tymoteusz Strojny","2024-01-03 20:21:07",0.88705,4,tymoteuszstrojny
920,11486344,Dorian_Lsr,"2024-01-24 16:16:57",0.88704,5,dorianlsr
921,11504608,"Gerald Schwartz","2024-01-22 23:25:33",0.88703,3,geraldschwartz
922,11471878,Novice,"2024-01-13 08:08:09",0.88703,30,"devavratpatil,tusharnarkhede"
923,11464843,"Trish Cornelissen","2024-01-27 20:31:12",0.88702,26,tcspecialist
924,11496368,"Nabil Yimer","2024-01-23 01:24:14",0.88702,10,nabilyimer
925,11495333,gask09,"2024-01-13 18:34:50",0.88700,13,pemyslbal
926,11517118,"ABHI LUV SINGLA","2024-01-16 13:51:42",0.88700,2,abhiluvsingla
927,11521821,AkshayKhanna05,"2024-01-17 18:21:45",0.88700,1,akshaykhanna05
928,11521838,"Uday Sharma 007","2024-01-17 18:29:11",0.88700,2,udaysharma007
929,11483469,"Sébastien De Bod","2024-01-07 21:30:00",0.88700,2,sbastiendebod
930,11483166,meicher,"2024-01-13 17:42:51",0.88700,9,meicher
931,11476581,10886750_10660072,"2024-01-11 10:40:40",0.88699,23,carlosgaravatti
932,11508478,NaOHH2O,"2024-01-26 08:16:45",0.88699,16,"naoh2h2o,renruonan"
933,11473789,"Tushar Yadav","2024-01-20 16:55:40",0.88699,45,hehetrying
934,11477082,"Jorge Gómez","2024-01-11 19:49:05",0.88698,3,gomezj1907
935,11480760,"Paul Arriz","2024-01-09 03:47:39",0.88698,3,paularriz
936,11464195,"Alexander Penev","2024-01-14 13:18:33",0.88698,7,alexanderpenev
937,11517177,"Mislav Martinić","2024-01-17 14:52:20",0.88697,3,mislavmartini
938,11467065,Azrulle,"2024-01-27 20:58:35",0.88696,32,azrulle
939,11472904,"Soma Aoki","2024-01-19 00:50:15",0.88695,16,somaaoki
940,11467941,"Onur Serifoglu","2024-01-24 15:18:54",0.88694,90,onurserifoglu
941,11463646,DinCaus,"2024-01-21 18:15:28",0.88694,5,dincaus
942,11514274,"Yliana Kiryukhova","2024-01-16 21:37:17",0.88693,10,ylianakiryukhova
943,11464808,"Suraj Yerramilli","2024-01-10 20:09:47",0.88693,16,syerramilli
944,11482123,"Filip Björnåsen","2024-01-11 20:47:36",0.88692,7,filipbjrnsen
945,11463622,AnubhavMaverick,"2024-01-15 15:39:18",0.88692,23,anubhavmaverick
946,11461269,"ayman elamin","2024-01-09 09:48:20",0.88692,25,aymanelamin
947,11487089,"Toni Bisart","2024-01-08 20:57:56",0.88691,1,tbisart
948,11494449,"Jan Niklas Lehmann ","2024-01-16 13:00:37",0.88690,16,"janniklaskolzenburg,janniklaslehmann"
949,11460919,"Weston Allen","2024-01-04 04:12:47",0.88690,9,westonallen
950,11512006,soychick,"2024-01-17 09:48:41",0.88690,4,hongseoi
951,11516759,"Calamity 7","2024-01-17 07:38:26",0.88689,1,calamity7
952,11465544,"Matthew Hetzel","2024-01-11 02:28:19",0.88688,9,matthewhetzel
953,11466369,"Simone Zappatini","2024-01-13 22:47:51",0.88688,23,simonezappatini
954,11460600,CheeseGue,"2024-01-02 01:24:00",0.88688,2,cheesegue
955,11539312,"AKSHAT RASTOGI 22BAI10031","2024-01-27 17:35:52",0.88688,9,akshatrastogi666
956,11461091,rmehedi,"2024-01-03 10:50:02",0.88687,2,rmehedi
957,11461218,"Tommy Chan","2024-01-18 11:13:41",0.88687,3,imtommi
958,11460613,ST,"2024-01-08 16:46:51",0.88686,12,sid4ds
959,11523071,CalvinRistad,"2024-01-18 02:17:20",0.88686,2,centipede5
960,11466691,AlexHawkins,"2024-01-24 10:37:12",0.88686,2,alexhawkins
961,11531718,"Gabriel Carvalho Pereira","2024-01-22 23:38:12",0.88685,12,gabrielcarv
962,11462500,"Chris X","2024-01-12 11:28:05",0.88685,14,docxian
963,11463914,ComDivRVSN,"2024-01-10 16:02:46",0.88685,21,comdivrvsn
964,11516401,iyasha,"2024-01-16 10:22:00",0.88684,2,iyasha
965,11536105,YunHoJeong_RT,"2024-01-26 05:18:47",0.88684,3,"hangyeomlee,yunhojeongrt"
966,11563587,"Vladimir Galkin","2024-01-27 14:21:02",0.88684,4,galkinv
967,11495505,"Ajayan Achuthan","2024-01-24 14:51:02",0.88684,2,ajayan04
968,11470047,"Hirotoshi Yunokizono","2024-01-28 09:47:03",0.88684,5,youken2739
969,11539894,"LAMIAA LOUKHMIRI","2024-01-28 10:52:36",0.88683,6,lamiaaloukhmiri
970,11526721,Marya15,"2024-01-27 18:05:23",0.88683,7,marya15
971,11490066,KLYUSHNIK-Alexsandr,"2024-01-28 12:05:12",0.88683,61,klyushnik
972,11536484,CN1820,"2024-01-24 20:54:51",0.88683,4,charlesnations
973,11496099,"Maria Blanco Gonzalez","2024-01-25 19:17:41",0.88683,8,mariablancogonzalez
974,11463074,"David Du","2024-01-28 09:05:45",0.88681,5,daviddwy
975,11556207,"BENABBOU Oussama","2024-01-28 00:21:17",0.88681,5,benabbououssama
976,11464776,"Natal Acir Rosa Junior","2024-01-05 00:29:43",0.88681,11,nataljr
977,11460647,"Danila Kuryakin","2024-01-06 22:43:38",0.88680,7,kuryakin
978,11462752,"Krystian Pietrzak","2024-01-22 07:50:08",0.88680,32,krystianpietrzak
979,11559319,"VENKATA SAI TEJA GANGUMALLA","2024-01-28 10:20:51",0.88680,9,vganguma
980,11516434,vdwow,"2024-01-16 10:52:08",0.88679,3,valentindefour
981,11465307,"Jisu Lee","2024-01-08 15:19:35",0.88679,6,jlee9116
982,11463227,"Kent RB","2024-01-28 00:58:02",0.88678,6,jokerinthapack
983,11495452,"David Gargan","2024-01-16 15:05:36",0.88678,5,davidgargan98
984,11471524,"Amadou Djoulde Barry","2024-01-24 12:59:24",0.88677,6,amadoudjouldebarry
985,11475227,KodeCampTA,"2024-01-12 09:54:58",0.88677,19,"amasharathnayake,thilinajayasinghe"
986,11477904,"Noorul Ameen","2024-01-27 14:16:41",0.88677,17,noorulameen444
987,11507882,Spinort,"2024-01-17 00:24:18",0.88677,1,spinort
988,11470021,"Rudraksh Nanavaty","2024-01-07 14:58:55",0.88677,11,rudrakshnanavaty
989,11486418,"Aparajita Singh","2024-01-18 18:41:58",0.88675,13,aparajitasingh15
990,11476612,"Bobo Jamson","2024-01-21 21:38:35",0.88675,19,bobojamson
991,11466924,"Aleksandr Rozinov","2024-01-07 15:16:26",0.88675,11,aleksandrrozinov
992,11554538,"Amit Kulkarni","2024-01-25 19:04:58",0.88674,3,amitvkulkarni
993,11483047,"Lejdi Prifti","2024-01-25 20:18:52",0.88673,52,codecoder
994,11464631,darkhan,"2024-01-21 02:51:43",0.88673,12,darkhann
995,11535654,"Emirhan Can","2024-01-28 12:07:44",0.88672,3,emirhancan
996,11517370,Bravo_03,"2024-01-17 09:51:59",0.88672,1,bravo03
997,11497681,KennyChen1208,"2024-01-25 03:07:18",0.88671,18,"autoencoder0621,kennychen1208"
998,11502784,"Muhamed Shafiq","2024-01-20 01:37:34",0.88671,7,muhamedshafiq
999,11542057,"Sneha Panta","2024-01-22 06:00:49",0.88671,1,snehapanta
1000,11464058,"Thomas De Sousa","2024-01-05 15:30:13",0.88670,5,thomasdesousa
1001,11466662,"Marc Gloaguen","2024-01-27 09:17:27",0.88670,23,"llllbbbb,marcgloaguen,teddydasilva"
1002,11544523,"Oleksii Vrublevskyi","2024-01-24 22:10:23",0.88670,7,oleksiivrublevskyi
1003,11460863,"Gaurav Dutta","2024-01-26 05:07:03",0.88669,16,gauravduttakiit
1004,11479672,gabe_dos_santos,"2024-01-13 15:03:37",0.88669,6,gabedossantos
1005,11460714,imperio7,"2024-01-28 11:55:58",0.88668,14,imperio7
1006,11510900,菜就多练,"2024-01-22 03:08:09",0.88668,3,kaggle3233542455
1007,11484934,K0suke,"2024-01-11 07:06:46",0.88668,3,k0suke
1008,11493125,the-usman,"2024-01-14 12:38:08",0.88666,14,theusman
1009,11466197,KumudithaSilva,"2024-01-28 11:58:39",0.88666,17,kumudithasilva
1010,11461568,Shibata,"2024-01-07 13:33:14",0.88665,8,rabishibata
1011,11510292,LWOLWO,"2024-01-17 06:54:19",0.88665,12,lwolwo
1012,11563134,Mirdin,"2024-01-26 16:41:00",0.88665,1,godzilla35
1013,11484315,"Katsuyoshi Nakagawa","2024-01-17 11:04:11",0.88664,10,katsuyoshinakagawa
1014,11462654,"Vassily Morozov","2024-01-22 20:55:02",0.88664,12,vassyesboy
